,REF_DATE,GEO,Admissions_and_releases,Correctional_services,Corrections
1609,2000,Saskatchewan,Youth releases,Deferred custody and supervision,
1610,2000,Saskatchewan,Youth releases,Supervised probation,
1611,2000,Saskatchewan,Youth releases,Other community sentences,
1612,2000,Alberta,Youth admissions,Pre-trial detention,2406.0
1613,2000,Alberta,Youth admissions,Provincial director remand,
1614,2000,Alberta,Youth admissions,Secure custody,845.0
1615,2000,Alberta,Youth admissions,Custody and supervision (secure),
1616,2000,Alberta,Youth admissions,Young Offenders Act (YOA) (secure),
1617,2000,Alberta,Youth admissions,Open custody,584.0
1618,2000,Alberta,Youth admissions,Custody and supervision (open),
1619,2000,Alberta,Youth admissions,Young Offenders Act (YOA) (open),
1620,2000,Alberta,Youth admissions,Community Portion of Custody Supervision,
1621,2000,Alberta,Youth admissions,Intensive support and supervision,
1622,2000,Alberta,Youth admissions,Deferred custody and supervision,
1623,2000,Alberta,Youth admissions,Supervised probation,3139.0
1624,2000,Alberta,Youth admissions,Other community sentences,
1625,2000,Alberta,Youth releases,Pre-trial detention,2415.0
1626,2000,Alberta,Youth releases,Provincial director remand,
1627,2000,Alberta,Youth releases,Secure custody,872.0
1628,2000,Alberta,Youth releases,Custody and supervision (secure),
1629,2000,Alberta,Youth releases,Young Offenders Act (YOA) (secure),
1630,2000,Alberta,Youth releases,Open custody,626.0
1631,2000,Alberta,Youth releases,Custody and supervision (open),
1632,2000,Alberta,Youth releases,Young Offenders Act (YOA) (open),
1633,2000,Alberta,Youth releases,Community Portion of Custody Supervision,
1634,2000,Alberta,Youth releases,Intensive support and supervision,
1635,2000,Alberta,Youth releases,Deferred custody and supervision,
1636,2000,Alberta,Youth releases,Supervised probation,
1637,2000,Alberta,Youth releases,Other community sentences,
1638,2000,British Columbia,Youth admissions,Pre-trial detention,1946.0
1639,2000,British Columbia,Youth admissions,Provincial director remand,
1640,2000,British Columbia,Youth admissions,Secure custody,560.0
1641,2000,British Columbia,Youth admissions,Custody and supervision (secure),
1642,2000,British Columbia,Youth admissions,Young Offenders Act (YOA) (secure),
1643,2000,British Columbia,Youth admissions,Open custody,649.0
1644,2000,British Columbia,Youth admissions,Custody and supervision (open),
1645,2000,British Columbia,Youth admissions,Young Offenders Act (YOA) (open),
1646,2000,British Columbia,Youth admissions,Community Portion of Custody Supervision,
1647,2000,British Columbia,Youth admissions,Intensive support and supervision,
1648,2000,British Columbia,Youth admissions,Deferred custody and supervision,
1649,2000,British Columbia,Youth admissions,Supervised probation,3333.0
1650,2000,British Columbia,Youth admissions,Other community sentences,
1651,2000,British Columbia,Youth releases,Pre-trial detention,2002.0
1652,2000,British Columbia,Youth releases,Provincial director remand,
1653,2000,British Columbia,Youth releases,Secure custody,436.0
1654,2000,British Columbia,Youth releases,Custody and supervision (secure),
1655,2000,British Columbia,Youth releases,Young Offenders Act (YOA) (secure),
1656,2000,British Columbia,Youth releases,Open custody,709.0
1657,2000,British Columbia,Youth releases,Custody and supervision (open),
1658,2000,British Columbia,Youth releases,Young Offenders Act (YOA) (open),
1659,2000,British Columbia,Youth releases,Community Portion of Custody Supervision,
1660,2000,British Columbia,Youth releases,Intensive support and supervision,
1661,2000,British Columbia,Youth releases,Deferred custody and supervision,
1662,2000,British Columbia,Youth releases,Supervised probation,
1663,2000,British Columbia,Youth releases,Other community sentences,
1924,2001,Ontario,Youth admissions,Pre-trial detention,6554.0
1925,2001,Ontario,Youth admissions,Provincial director remand,
1926,2001,Ontario,Youth admissions,Secure custody,4020.0
1927,2001,Ontario,Youth admissions,Custody and supervision (secure),
1928,2001,Ontario,Youth admissions,Young Offenders Act (YOA) (secure),
1929,2001,Ontario,Youth admissions,Open custody,4342.0
1930,2001,Ontario,Youth admissions,Custody and supervision (open),
1931,2001,Ontario,Youth admissions,Young Offenders Act (YOA) (open),
1932,2001,Ontario,Youth admissions,Community Portion of Custody Supervision,
1933,2001,Ontario,Youth admissions,Intensive support and supervision,
1934,2001,Ontario,Youth admissions,Deferred custody and supervision,
1935,2001,Ontario,Youth admissions,Supervised probation,17909.0
1936,2001,Ontario,Youth admissions,Other community sentences,
1937,2001,Ontario,Youth releases,Pre-trial detention,6670.0
1938,2001,Ontario,Youth releases,Provincial director remand,
1939,2001,Ontario,Youth releases,Secure custody,4074.0
1940,2001,Ontario,Youth releases,Custody and supervision (secure),
1941,2001,Ontario,Youth releases,Young Offenders Act (YOA) (secure),
1942,2001,Ontario,Youth releases,Open custody,4535.0
1943,2001,Ontario,Youth releases,Custody and supervision (open),
1944,2001,Ontario,Youth releases,Young Offenders Act (YOA) (open),
1945,2001,Ontario,Youth releases,Community Portion of Custody Supervision,
1946,2001,Ontario,Youth releases,Intensive support and supervision,
1947,2001,Ontario,Youth releases,Deferred custody and supervision,
1948,2001,Ontario,Youth releases,Supervised probation,
1949,2001,Ontario,Youth releases,Other community sentences,
2002,2001,Manitoba,Youth admissions,Pre-trial detention,1602.0
2003,2001,Manitoba,Youth admissions,Provincial director remand,
2004,2001,Manitoba,Youth admissions,Secure custody,166.0
2005,2001,Manitoba,Youth admissions,Custody and supervision (secure),
2006,2001,Manitoba,Youth admissions,Young Offenders Act (YOA) (secure),
2007,2001,Manitoba,Youth admissions,Open custody,267.0
2008,2001,Manitoba,Youth admissions,Custody and supervision (open),
2009,2001,Manitoba,Youth admissions,Young Offenders Act (YOA) (open),
2010,2001,Manitoba,Youth admissions,Community Portion of Custody Supervision,
2011,2001,Manitoba,Youth admissions,Intensive support and supervision,
2012,2001,Manitoba,Youth admissions,Deferred custody and supervision,
2013,2001,Manitoba,Youth admissions,Supervised probation,1316.0
2014,2001,Manitoba,Youth admissions,Other community sentences,
2015,2001,Manitoba,Youth releases,Pre-trial detention,1670.0
2016,2001,Manitoba,Youth releases,Provincial director remand,
2017,2001,Manitoba,Youth releases,Secure custody,170.0
2018,2001,Manitoba,Youth releases,Custody and supervision (secure),
2019,2001,Manitoba,Youth releases,Young Offenders Act (YOA) (secure),
2020,2001,Manitoba,Youth releases,Open custody,289.0
2021,2001,Manitoba,Youth releases,Custody and supervision (open),
2022,2001,Manitoba,Youth releases,Young Offenders Act (YOA) (open),
2023,2001,Manitoba,Youth releases,Community Portion of Custody Supervision,
2024,2001,Manitoba,Youth releases,Intensive support and supervision,
2025,2001,Manitoba,Youth releases,Deferred custody and supervision,
2026,2001,Manitoba,Youth releases,Supervised probation,
2027,2001,Manitoba,Youth releases,Other community sentences,
2028,2001,Saskatchewan,Youth admissions,Pre-trial detention,
2029,2001,Saskatchewan,Youth admissions,Provincial director remand,
2030,2001,Saskatchewan,Youth admissions,Secure custody,261.0
2031,2001,Saskatchewan,Youth admissions,Custody and supervision (secure),
2032,2001,Saskatchewan,Youth admissions,Young Offenders Act (YOA) (secure),
2033,2001,Saskatchewan,Youth admissions,Open custody,325.0
2034,2001,Saskatchewan,Youth admissions,Custody and supervision (open),
2035,2001,Saskatchewan,Youth admissions,Young Offenders Act (YOA) (open),
2036,2001,Saskatchewan,Youth admissions,Community Portion of Custody Supervision,
2037,2001,Saskatchewan,Youth admissions,Intensive support and supervision,
2038,2001,Saskatchewan,Youth admissions,Deferred custody and supervision,
2039,2001,Saskatchewan,Youth admissions,Supervised probation,1640.0
2040,2001,Saskatchewan,Youth admissions,Other community sentences,
2041,2001,Saskatchewan,Youth releases,Pre-trial detention,
2042,2001,Saskatchewan,Youth releases,Provincial director remand,
2043,2001,Saskatchewan,Youth releases,Secure custody,144.0
2044,2001,Saskatchewan,Youth releases,Custody and supervision (secure),
2045,2001,Saskatchewan,Youth releases,Young Offenders Act (YOA) (secure),
2046,2001,Saskatchewan,Youth releases,Open custody,196.0
2047,2001,Saskatchewan,Youth releases,Custody and supervision (open),
2048,2001,Saskatchewan,Youth releases,Young Offenders Act (YOA) (open),
2049,2001,Saskatchewan,Youth releases,Community Portion of Custody Supervision,
2050,2001,Saskatchewan,Youth releases,Intensive support and supervision,
2051,2001,Saskatchewan,Youth releases,Deferred custody and supervision,
2052,2001,Saskatchewan,Youth releases,Supervised probation,
2053,2001,Saskatchewan,Youth releases,Other community sentences,
2054,2001,Alberta,Youth admissions,Pre-trial detention,2353.0
2055,2001,Alberta,Youth admissions,Provincial director remand,
2056,2001,Alberta,Youth admissions,Secure custody,897.0
2057,2001,Alberta,Youth admissions,Custody and supervision (secure),
2058,2001,Alberta,Youth admissions,Young Offenders Act (YOA) (secure),
2059,2001,Alberta,Youth admissions,Open custody,510.0
2060,2001,Alberta,Youth admissions,Custody and supervision (open),
2061,2001,Alberta,Youth admissions,Young Offenders Act (YOA) (open),
2062,2001,Alberta,Youth admissions,Community Portion of Custody Supervision,
2063,2001,Alberta,Youth admissions,Intensive support and supervision,
2064,2001,Alberta,Youth admissions,Deferred custody and supervision,
2065,2001,Alberta,Youth admissions,Supervised probation,2954.0
2066,2001,Alberta,Youth admissions,Other community sentences,
2067,2001,Alberta,Youth releases,Pre-trial detention,2363.0
2068,2001,Alberta,Youth releases,Provincial director remand,
2069,2001,Alberta,Youth releases,Secure custody,885.0
2070,2001,Alberta,Youth releases,Custody and supervision (secure),
2071,2001,Alberta,Youth releases,Young Offenders Act (YOA) (secure),
2072,2001,Alberta,Youth releases,Open custody,534.0
2073,2001,Alberta,Youth releases,Custody and supervision (open),
2074,2001,Alberta,Youth releases,Young Offenders Act (YOA) (open),
2075,2001,Alberta,Youth releases,Community Portion of Custody Supervision,
2076,2001,Alberta,Youth releases,Intensive support and supervision,
2077,2001,Alberta,Youth releases,Deferred custody and supervision,
2078,2001,Alberta,Youth releases,Supervised probation,
2079,2001,Alberta,Youth releases,Other community sentences,
2080,2001,British Columbia,Youth admissions,Pre-trial detention,1610.0
2081,2001,British Columbia,Youth admissions,Provincial director remand,
2082,2001,British Columbia,Youth admissions,Secure custody,458.0
2083,2001,British Columbia,Youth admissions,Custody and supervision (secure),
2084,2001,British Columbia,Youth admissions,Young Offenders Act (YOA) (secure),
2085,2001,British Columbia,Youth admissions,Open custody,546.0
2086,2001,British Columbia,Youth admissions,Custody and supervision (open),
2087,2001,British Columbia,Youth admissions,Young Offenders Act (YOA) (open),
2088,2001,British Columbia,Youth admissions,Community Portion of Custody Supervision,
2089,2001,British Columbia,Youth admissions,Intensive support and supervision,
2090,2001,British Columbia,Youth admissions,Deferred custody and supervision,
2091,2001,British Columbia,Youth admissions,Supervised probation,3171.0
2092,2001,British Columbia,Youth admissions,Other community sentences,
2093,2001,British Columbia,Youth releases,Pre-trial detention,1674.0
2094,2001,British Columbia,Youth releases,Provincial director remand,
2095,2001,British Columbia,Youth releases,Secure custody,370.0
2096,2001,British Columbia,Youth releases,Custody and supervision (secure),
2097,2001,British Columbia,Youth releases,Young Offenders Act (YOA) (secure),
2098,2001,British Columbia,Youth releases,Open custody,637.0
2099,2001,British Columbia,Youth releases,Custody and supervision (open),
2100,2001,British Columbia,Youth releases,Young Offenders Act (YOA) (open),
2101,2001,British Columbia,Youth releases,Community Portion of Custody Supervision,
2102,2001,British Columbia,Youth releases,Intensive support and supervision,
2103,2001,British Columbia,Youth releases,Deferred custody and supervision,
2104,2001,British Columbia,Youth releases,Supervised probation,
2105,2001,British Columbia,Youth releases,Other community sentences,
2366,2002,Ontario,Youth admissions,Pre-trial detention,6368.0
2367,2002,Ontario,Youth admissions,Provincial director remand,
2368,2002,Ontario,Youth admissions,Secure custody,1601.0
2369,2002,Ontario,Youth admissions,Custody and supervision (secure),
2370,2002,Ontario,Youth admissions,Young Offenders Act (YOA) (secure),
2371,2002,Ontario,Youth admissions,Open custody,1507.0
2372,2002,Ontario,Youth admissions,Custody and supervision (open),
2373,2002,Ontario,Youth admissions,Young Offenders Act (YOA) (open),
2374,2002,Ontario,Youth admissions,Community Portion of Custody Supervision,
2375,2002,Ontario,Youth admissions,Intensive support and supervision,
2376,2002,Ontario,Youth admissions,Deferred custody and supervision,
2377,2002,Ontario,Youth admissions,Supervised probation,7963.0
2378,2002,Ontario,Youth admissions,Other community sentences,
2379,2002,Ontario,Youth releases,Pre-trial detention,6358.0
2380,2002,Ontario,Youth releases,Provincial director remand,
2381,2002,Ontario,Youth releases,Secure custody,1455.0
2382,2002,Ontario,Youth releases,Custody and supervision (secure),
2383,2002,Ontario,Youth releases,Young Offenders Act (YOA) (secure),
2384,2002,Ontario,Youth releases,Open custody,1497.0
2385,2002,Ontario,Youth releases,Custody and supervision (open),
2386,2002,Ontario,Youth releases,Young Offenders Act (YOA) (open),
2387,2002,Ontario,Youth releases,Community Portion of Custody Supervision,
2388,2002,Ontario,Youth releases,Intensive support and supervision,
2389,2002,Ontario,Youth releases,Deferred custody and supervision,
